epoch,loss,val_loss
341,2.183184960813378e-06,6.137758464319631e-05
342,2.2991785044723656e-06,4.682761209551245e-05
343,2.4284001938212896e-06,0.00013629492605105042
344,3.211889634258114e-06,8.504475408699363e-05
345,2.8264805678190896e-06,0.00012297013017814606
346,2.358301799176843e-06,6.869031494716182e-05
347,2.499144329703995e-06,9.22243925742805e-05
348,2.622883584990632e-06,9.690303704701364e-05
349,2.60260412687785e-06,7.75129155954346e-05
350,2.7813675842480734e-06,9.139076428255066e-05
351,3.247567747166613e-06,9.342384146293625e-05
352,3.6503231513052015e-06,0.00016242683341261
353,2.7272892566543305e-06,6.324567220872268e-05
354,2.888981953219627e-06,6.770921754650772e-05
355,3.7809252262377413e-06,0.00014543846191372722
356,2.7047001367463963e-06,7.179063686635345e-05
357,2.4933765416790266e-06,7.431425183312967e-05
358,2.2138390249892836e-06,7.229892071336508e-05
359,2.366235321460408e-06,0.0002479506947565824
360,2.146320412066416e-06,7.064741657814011e-05
361,2.0598054106812924e-06,9.820999548537657e-05
362,2.4705525447643595e-06,5.184422479942441e-05
363,3.1761285299580777e-06,5.2107508963672444e-05
364,2.2240642465476412e-06,0.00021647739049512893
365,4.341216026659822e-06,7.268376793945208e-05
366,3.943720457755262e-06,0.0001351431419607252
367,6.984093033679528e-06,0.00017341894272249192
368,3.4055001378874294e-06,0.00011852004536194727
369,3.2150485367310466e-06,0.0001022721771732904
370,2.675349151104456e-06,6.187342660268769e-05
371,2.7645553473121254e-06,0.001958190929144621
372,2.479411705280654e-06,0.00010104320972459391
373,2.259027951367898e-06,6.603948713745922e-05
374,2.4775968086032663e-06,0.00011186058691237122
375,2.39711562244338e-06,6.61751619190909e-05
376,2.775758957795915e-06,9.62143749347888e-05
377,2.505254542484181e-06,8.521974814357236e-05
378,3.1735153243062086e-06,8.771891589276493e-05
379,2.5261647351726424e-06,0.00012020619760733098
380,2.2392264327208977e-06,4.220712435198948e-05
381,2.3571406018163543e-06,0.00010716190445236862
382,2.4230373583122855e-06,6.916606071172282e-05
383,2.3279694687516894e-06,0.00031517830211669207
384,2.500275968486676e-06,0.00011287536472082138
385,2.3796512778062606e-06,0.0001271965738851577
386,2.132307599822525e-06,0.00015972688561305404
387,2.365620730415685e-06,0.00013823999324813485
388,2.247842758151819e-06,0.00011275659926468506
389,2.254182845717878e-06,0.0003591513086576015
390,2.1951589133095695e-06,0.0001291675871470943
391,2.7654218683892395e-06,6.898756691953167e-05
392,4.811039616470225e-06,0.0001413001009495929
393,4.521262781054247e-06,0.0001007187383947894
394,5.837920525664231e-06,6.285592098720372e-05
395,4.621291736839339e-06,6.939390732441097e-05
396,2.7862747629114892e-06,0.0001226021850015968
397,4.917039404972456e-06,5.7480614486848935e-05
398,5.724634775106097e-06,0.00011073961650254205
399,4.0211534724221565e-06,0.00018980575259774923
400,7.053206900309306e-06,0.00011510573676787317
401,2.9130069378879853e-06,6.349306204356253e-05
402,3.1435929486178793e-06,0.0006502323085442185
403,2.3941079234646168e-06,0.0006649502902291715
404,2.0780285012733657e-06,5.8643789088819176e-05
405,2.241502215838409e-06,0.00011684769560815766
406,1.9401197732804576e-06,6.941051105968654e-05
407,2.471863581376965e-06,9.50897519942373e-05
408,2.184795675930218e-06,0.00021439985721372068
409,2.5622712200856768e-06,9.031227818923071e-05
410,3.409867531445343e-06,7.10948443156667e-05
411,2.1618500340991886e-06,9.59145327215083e-05
412,2.20577817344747e-06,0.00011619614087976515
413,3.815389391093049e-06,6.997111631790176e-05
414,3.1647616651753196e-06,0.00042204372584819794
415,2.364039119129302e-06,0.00011877083306899294
416,3.007040049851639e-06,6.64096514810808e-05
417,2.782075853247079e-06,7.711134821875021e-05
418,2.5743618152773706e-06,7.380601891782135e-05
419,2.3770494408381637e-06,0.00011819521023426205
420,2.3244856492965482e-06,0.00010675539670046419
421,2.427218532830011e-06,8.26248069643043e-05
422,3.722178917087149e-06,5.795080869575031e-05
423,4.011238615930779e-06,5.2772662456845865e-05
424,2.647649807840935e-06,0.00017886610294226557
425,2.3767568109178683e-06,0.0004557727952487767
426,5.28614282302442e-06,0.00011517952952999622
427,6.86315661369008e-06,4.897635881206952e-05
428,3.0621886253356934e-06,6.92621324560605e-05
429,2.8748154363711365e-06,0.00010528272832743824
430,2.9316677228052868e-06,0.00012709680595435202
431,2.390950157860061e-06,9.522939944872633e-05
432,2.8583608582266606e-06,7.450879638781771e-05
433,2.613485776237212e-06,0.0001877223839983344
434,2.151900844182819e-06,9.168692486127838e-05
435,2.1289170035743155e-06,0.00021244741219561547
436,2.2648844151262892e-06,6.111624679761007e-05
437,2.0386337382660713e-06,8.629207877675071e-05
438,3.516096967359772e-06,4.366226130514406e-05
439,4.560467459668871e-06,0.00011460199311841279
440,3.118383347100462e-06,6.281157402554527e-05
441,2.1841767647856614e-06,0.0001224001171067357
442,2.9813597848260542e-06,0.0008022821857593954
443,5.530229827854782e-06,2.741108437476214e-05
444,6.077946636651177e-06,9.989652608055621e-05
445,2.489660118953907e-06,6.519159796880558e-05
446,2.2320889456750592e-06,0.00012070492812199518
447,1.8275522961630486e-06,0.00043135526357218623
448,2.054240212601144e-06,5.1617829740280285e-05
449,1.938525656441925e-06,0.00011965825251536444
450,1.896848743854207e-06,6.19083148194477e-05
451,1.9477438399917446e-06,9.61039331741631e-05
452,1.93531695913407e-06,5.5996471928665414e-05
453,1.7098028592954506e-06,9.102756303036585e-05
454,1.868098252089112e-06,6.773200584575534e-05
455,2.092882823490072e-06,0.0001235128875123337
456,1.9435597096162383e-06,0.001242071040906012
457,2.3302502540900605e-06,0.0001455619785701856
458,2.036165142271784e-06,0.00010534129978623241
459,2.1411995021480834e-06,0.00011960681149503216
460,2.2634728793491377e-06,0.00010071242286358029
461,3.202824245818192e-06,5.812114250147715e-05
462,3.740830834431108e-06,5.07628355990164e-05
463,1.827147002586571e-06,4.729793727165088e-05
464,1.920752538353554e-06,7.634040230186656e-05
465,4.749346317112213e-06,0.00011238056322326884
466,2.6903258003585506e-06,0.00011802023800555617
467,2.611664058349561e-06,8.947306196205318e-05
468,4.95553103974089e-06,0.00010387866495875642
469,2.431471102681826e-06,7.038849435048178e-05
470,2.042647793132346e-06,0.00010489291889825836
471,1.8656788824955584e-06,0.0003803021681960672
472,1.807535340958566e-06,6.0860234952997416e-05
473,1.8300123656445066e-06,7.721059228060767e-05
474,2.302795337527641e-06,9.615770977688953e-05
475,1.9559511201805435e-06,9.637151379138231e-05
476,1.9256553969171364e-06,6.394588126568124e-05
477,2.2318629362416686e-06,0.0001570071472087875
478,1.6179741351152188e-06,0.00016942890943028033
479,1.7497363842267077e-06,0.00011172039376106113
480,4.320073912822409e-06,7.314145477721468e-05
481,2.635541704876232e-06,8.555033127777278e-05
482,3.9569722503074445e-06,6.948120426386595e-05
483,2.257181677123299e-06,0.00011926563456654549
484,2.090357384076924e-06,0.00010385795758338645
485,4.855360202782322e-06,6.711600144626573e-05
486,2.433505642329692e-06,0.00018747564172372222
487,4.075899596500676e-06,0.00018221700156573206
488,5.3781272981723305e-06,8.668073860462755e-05
489,3.2659884254826466e-06,0.00010549527360126376
490,3.6750129766005557e-06,9.775273792911321e-05
491,2.3652762592973886e-06,0.00010582579125184566
492,2.6441657610121183e-06,4.4303986214799806e-05
493,1.909998672999791e-06,0.00012224640522617847
494,1.75447758010705e-06,0.00010953054152196273
495,1.9005891545020859e-06,9.81689227046445e-05
496,2.0850809505645884e-06,6.73691974952817e-05
497,3.621953055699123e-06,0.00010439819016028196
498,2.8978447517147288e-06,0.0001111425444833003
499,3.26480517287564e-06,4.3537947931326926e-05
500,2.6760174023365835e-06,9.195748862111941e-05
501,2.038980937868473e-06,8.808412530925125e-05
502,4.5757260522805154e-06,5.770013012806885e-05
503,2.8799129268008983e-06,0.00014529222971759737
504,1.9855799564538756e-06,9.819991828408092e-05
505,2.0426325590960914e-06,4.7547498979838565e-05
506,1.7676517245490686e-06,0.00010402353655081242
507,2.731128688537865e-06,6.165345257613808e-05
508,3.1364616006612778e-06,9.079840674530715e-05
509,2.7326432245899923e-06,0.00010193145863013342
510,1.891216356852965e-06,0.0001275269314646721
511,2.748337010416435e-06,9.320930985268205e-05
512,1.973811549760285e-06,8.669822273077443e-05
513,3.0359242373378947e-06,0.00016111900913529098
514,2.293565103173023e-06,0.00011339499906171113
515,1.865342937890091e-06,8.686922956258059e-05
516,2.339486854907591e-06,7.078939233906567e-05
517,3.998828560725087e-06,0.0001284944301005453
518,2.7384569420974003e-06,9.018026321427897e-05
519,2.7955722998740384e-06,0.0006254956242628396
520,2.5859692414087476e-06,9.896334813674912e-05
521,1.9595292997109937e-06,0.00016152205353137106
522,2.3428440272255102e-06,5.133115337230265e-05
523,2.1962669052300043e-06,0.0001085354233509861
524,2.3413656435877783e-06,0.00011833173630293459
525,2.519082272556261e-06,8.42527297209017e-05
526,3.4988368042832008e-06,0.0002899722021538764
527,1.9652536593639525e-06,0.00010048262629425153
528,2.054934384432272e-06,5.9689518820960075e-05
529,2.100146275552106e-06,3.7866451748413965e-05
530,2.219871475972468e-06,0.00011874576739501208
531,2.830589210134349e-06,5.899823008803651e-05
532,4.251437985658413e-06,0.00010328595089958981
533,2.209764488725341e-06,9.070557280210778e-05
534,1.9297333437862108e-06,0.00010252567881252617
535,2.8680371997324983e-06,8.834635809762403e-05
536,2.0195798242639285e-06,0.0001526740670669824
537,4.426480700203683e-06,8.16579267848283e-05
538,2.1923901840636972e-06,4.853927021031268e-05
539,2.080584863506374e-06,9.243476233677939e-05
0,1.915895609272411e-06,0.00011873211769852787
1,1.9542274003470084e-06,5.3868589020567015e-05
