9.9,18.3
14,23.5
11.8,20.6
14.9,23.6
8.7,17
12.8,23.6
8,15.5
8.3,17
14.7,24.3
11.2,21.7
12.7,22.5
8.6,17.8
7.1,15.3
6.5,15
13.6,21.9
8.9,19.3
14.1,22.9
5.2,12.7
5.1,12.9
13.9,23.9
14.3,23.9
11.5,21.7
12.8,23.9
9.8,18.8
14.3,23.1
